,Disease,Count of Disease Occurrence,Symptom,Diease_Code,Symptom_Code
667,,,UMLS:C0004093_asthenia,UMLS:C0003864,UMLS:C0004093
668,,,UMLS:C0039070_syncope,UMLS:C0003864,UMLS:C0039070
669,,,UMLS:C0038999_swelling,UMLS:C0003864,UMLS:C0038999
670,,,UMLS:C0741302_atypia,UMLS:C0003864,UMLS:C0741302
671,,,UMLS:C0427108_general unsteadiness,UMLS:C0003864,UMLS:C0427108
672,,,UMLS:C0392680_shortness of breath,UMLS:C0003864,UMLS:C0392680
673,,,UMLS:C0000731_distended abdomen,UMLS:C0003864,UMLS:C0000731
674,UMLS:C0006277_bronchitis,172.0,UMLS:C0010200_cough,UMLS:C0006277,UMLS:C0010200
675,,,UMLS:C0043144_wheezing,UMLS:C0006277,UMLS:C0043144
676,,,UMLS:C0392680_shortness of breath,UMLS:C0006277,UMLS:C0392680
677,,,UMLS:C0232292_chest tightness,UMLS:C0006277,UMLS:C0232292
678,,,UMLS:C0015967_fever,UMLS:C0006277,UMLS:C0015967
679,,,UMLS:C0242429_throat sore,UMLS:C0006277,UMLS:C0242429
680,,,UMLS:C0239134_productive cough,UMLS:C0006277,UMLS:C0239134
681,,,UMLS:C0019214_hepatosplenomegaly,UMLS:C0006277,UMLS:C0019214
682,,,UMLS:C0028081_night sweat,UMLS:C0006277,UMLS:C0028081
683,,,UMLS:C0019079_haemoptysis,UMLS:C0006277,UMLS:C0019079
684,,,UMLS:C0553668_labored breathing,UMLS:C0006277,UMLS:C0553668
685,,,UMLS:C1260880_snuffle,UMLS:C0006277,UMLS:C1260880
686,,,UMLS:C0239133_hacking cough,UMLS:C0006277,UMLS:C0239133
687,,,UMLS:C0013404_dyspnea,UMLS:C0006277,UMLS:C0013404
688,,,UMLS:C0085593_chill,UMLS:C0006277,UMLS:C0085593
689,,,UMLS:C0038450_stridor,UMLS:C0006277,UMLS:C0038450
690,,,UMLS:C0043096_decreased body weight,UMLS:C0006277,UMLS:C0043096
691,UMLS:C0018989_hemiparesis,171.0,UMLS:C0013362_dysarthria,UMLS:C0018989,UMLS:C0013362
692,,,UMLS:C0030552_paresis,UMLS:C0018989,UMLS:C0030552
693,,,UMLS:C0004093_asthenia,UMLS:C0018989,UMLS:C0004093
694,,,UMLS:C0221470_aphagia,UMLS:C0018989,UMLS:C0221470
695,,,UMLS:C0036572_seizure,UMLS:C0018989,UMLS:C0036572
696,,,UMLS:C0234518_speech slurred,UMLS:C0018989,UMLS:C0234518
697,,,UMLS:C0751495_focal seizures,UMLS:C0018989,UMLS:C0751495
698,,,UMLS:C0018991_hemiplegia,UMLS:C0018989,UMLS:C0018991
699,,,UMLS:C0423571_abnormal sensation,UMLS:C0018989,UMLS:C0423571
700,,,UMLS:C0241526_unresponsiveness,UMLS:C0018989,UMLS:C0241526
701,,,UMLS:C0085628_stupor,UMLS:C0018989,UMLS:C0085628
702,,,UMLS:C0013144_drowsiness^UMLS:C0234450_sleepy,UMLS:C0018989,UMLS:C0013144
703,,,UMLS:C0231890_fremitus,UMLS:C0018989,UMLS:C0231890
704,,,UMLS:C0271276_Stahli's line,UMLS:C0018989,UMLS:C0271276
705,,,UMLS:C0677500_stinging sensation,UMLS:C0018989,UMLS:C0677500
706,,,UMLS:C0522224_paralyse,UMLS:C0018989,UMLS:C0522224
707,,,UMLS:C0009024_clonus,UMLS:C0018989,UMLS:C0009024
708,,,UMLS:C0427055_facial paresis,UMLS:C0018989,UMLS:C0427055
709,UMLS:C0029456_osteoporosis,169.0,UMLS:C0242453_prostatism,UMLS:C0029456,UMLS:C0242453
710,,,UMLS:C0085639_fall,UMLS:C0029456,UMLS:C0085639
711,,,UMLS:C0019572_hirsutism,UMLS:C0029456,UMLS:C0019572
712,,,UMLS:C0558361_sniffle,UMLS:C0029456,UMLS:C0558361
713,,,UMLS:C0000731_distended abdomen,UMLS:C0029456,UMLS:C0000731
714,,,UMLS:C0042571_vertigo,UMLS:C0029456,UMLS:C0042571
715,,,UMLS:C0239832_numbness of hand,UMLS:C0029456,UMLS:C0239832
716,,,UMLS:C0233565_bradykinesia,UMLS:C0029456,UMLS:C0233565
717,,,UMLS:C0030193_pain,UMLS:C0029456,UMLS:C0030193
718,,,UMLS:C0039070_syncope,UMLS:C0029456,UMLS:C0039070
719,,,UMLS:C0848168_out of breath,UMLS:C0029456,UMLS:C0848168
720,,,UMLS:C0277797_apyrexial,UMLS:C0029456,UMLS:C0277797
721,,,UMLS:C0150045_urge incontinence,UMLS:C0029456,UMLS:C0150045
722,,,UMLS:C0220870_lightheadedness,UMLS:C0029456,UMLS:C0220870
723,UMLS:C0007787_transient ischemic attack,168.0,UMLS:C0234518_speech slurred,UMLS:C0007787,UMLS:C0234518
724,,,UMLS:C0013362_dysarthria,UMLS:C0007787,UMLS:C0013362
725,,,UMLS:C0427055_facial paresis,UMLS:C0007787,UMLS:C0427055
726,,,UMLS:C0004093_asthenia,UMLS:C0007787,UMLS:C0004093
727,,,UMLS:C0151315_neck stiffness,UMLS:C0007787,UMLS:C0151315
728,,,UMLS:C0042571_vertigo,UMLS:C0007787,UMLS:C0042571
729,,,UMLS:C0028643_numbness,UMLS:C0007787,UMLS:C0028643
730,,,UMLS:C0220870_lightheadedness,UMLS:C0007787,UMLS:C0220870
731,,,UMLS:C0234133_extrapyramidal sign,UMLS:C0007787,UMLS:C0234133
732,,,UMLS:C0271276_Stahli's line,UMLS:C0007787,UMLS:C0271276
733,,,UMLS:C0344232_vision blurred,UMLS:C0007787,UMLS:C0344232
734,,,UMLS:C0018681_headache,UMLS:C0007787,UMLS:C0018681
735,,,UMLS:C0848277_room spinning,UMLS:C0007787,UMLS:C0848277
736,,,UMLS:C0039070_syncope,UMLS:C0007787,UMLS:C0039070
737,,,UMLS:C1299586_difficulty,UMLS:C0007787,UMLS:C1299586
738,,,UMLS:C0423982_rambling speech,UMLS:C0007787,UMLS:C0423982
739,,,UMLS:C0233844_clumsiness,UMLS:C0007787,UMLS:C0233844
740,UMLS:C0001418_adenocarcinoma,166.0,UMLS:C0577559_mass of body structure,UMLS:C0001418,UMLS:C0577559
741,,,UMLS:C0221198_lesion,UMLS:C0001418,UMLS:C0221198
742,,,UMLS:C0043096_decreased body weight,UMLS:C0001418,UMLS:C0043096
743,,,UMLS:C0009806_constipation,UMLS:C0001418,UMLS:C0009806
744,,,UMLS:C0231890_fremitus,UMLS:C0001418,UMLS:C0231890
745,,,UMLS:C0278014_decreased stool caliber,UMLS:C0001418,UMLS:C0278014
746,,,UMLS:C0239233_satiety early,UMLS:C0001418,UMLS:C0239233
747,,,UMLS:C0018932_hematochezia,UMLS:C0001418,UMLS:C0018932
748,,,UMLS:C0231872_egophony,UMLS:C0001418,UMLS:C0231872
749,,,UMLS:C0030193_pain,UMLS:C0001418,UMLS:C0030193
750,,,UMLS:C0008767_cicatrisation^UMLS:C0241158_scar tissue,UMLS:C0001418,UMLS:C0008767
751,,,UMLS:C0000737_pain abdominal,UMLS:C0001418,UMLS:C0000737
752,UMLS:C1456784_paranoia,165.0,UMLS:C0233762_hallucinations auditory,UMLS:C1456784,UMLS:C0233762
753,,,UMLS:C0233763_hallucinations visual,UMLS:C1456784,UMLS:C0233763
754,,,UMLS:C0085631_agitation,UMLS:C1456784,UMLS:C0085631
755,,,UMLS:C0022107_irritable mood,UMLS:C1456784,UMLS:C0022107
756,,,UMLS:C0424068_verbal auditory hallucinations,UMLS:C1456784,UMLS:C0424068
757,,,UMLS:C0424000_feeling suicidal,UMLS:C1456784,UMLS:C0424000
758,,,UMLS:C0438696_suicidal,UMLS:C1456784,UMLS:C0438696
759,,,UMLS:C0558261_terrify,UMLS:C1456784,UMLS:C0558261
760,,,UMLS:C0233647_neologism,UMLS:C1456784,UMLS:C0233647
761,,,UMLS:C0237154_homelessness,UMLS:C1456784,UMLS:C0237154
762,,,UMLS:C0455769_energy increased,UMLS:C1456784,UMLS:C0455769
763,,,UMLS:C0344315_mood depressed,UMLS:C1456784,UMLS:C0344315
764,,,UMLS:C0231187_decompensation,UMLS:C1456784,UMLS:C0231187
765,,,UMLS:C0008767_cicatrisation^UMLS:C0241158_scar tissue,UMLS:C1456784,UMLS:C0008767
766,,,UMLS:C0312422_blackout,UMLS:C1456784,UMLS:C0312422
767,,,UMLS:C0240233_loose associations,UMLS:C1456784,UMLS:C0240233
768,UMLS:C0030305_pancreatitis,165.0,UMLS:C0042963_vomiting,UMLS:C0030305,UMLS:C0042963
769,,,UMLS:C0000737_pain abdominal,UMLS:C0030305,UMLS:C0000737
770,,,UMLS:C0027497_nausea,UMLS:C0030305,UMLS:C0027497
771,,,UMLS:C0030193_pain,UMLS:C0030305,UMLS:C0030193
772,,,UMLS:C0011991_diarrhea,UMLS:C0030305,UMLS:C0011991
773,,,UMLS:C0241252_stool color yellow,UMLS:C0030305,UMLS:C0241252
774,,,UMLS:C0424790_rigor - temperature-associated observation,UMLS:C0030305,UMLS:C0424790
775,,,UMLS:C0277797_apyrexial,UMLS:C0030305,UMLS:C0277797
776,,,UMLS:C0234233_sore to touch,UMLS:C0030305,UMLS:C0234233
777,UMLS:C0021167_incontinence,165.0,UMLS:C0221166_paraparesis,UMLS:C0021167,UMLS:C0221166
778,,,UMLS:C0036572_seizure,UMLS:C0021167,UMLS:C0036572
779,,,UMLS:C0004093_asthenia,UMLS:C0021167,UMLS:C0004093
780,,,UMLS:C0150045_urge incontinence,UMLS:C0021167,UMLS:C0150045
781,,,UMLS:C0041657_unconscious state,UMLS:C0021167,UMLS:C0041657
782,,,UMLS:C0236018_aura,UMLS:C0021167,UMLS:C0236018
783,,,UMLS:C0554980_moody,UMLS:C0021167,UMLS:C0554980
784,,,UMLS:C0877040_fear of falling,UMLS:C0021167,UMLS:C0877040
785,,,UMLS:C0040822_tremor,UMLS:C0021167,UMLS:C0040822
786,,,UMLS:C0037763_spasm,UMLS:C0021167,UMLS:C0037763
787,,,UMLS:C0847488_unhappy,UMLS:C0021167,UMLS:C0847488
788,,,UMLS:C0039070_syncope,UMLS:C0021167,UMLS:C0039070
789,,,UMLS:C0085639_fall,UMLS:C0021167,UMLS:C0085639
790,,,UMLS:C0427008_stiffness,UMLS:C0021167,UMLS:C0427008
791,,,UMLS:C0241526_unresponsiveness,UMLS:C0021167,UMLS:C0241526
792,UMLS:C0013405_paroxysmal dyspnea,165.0,UMLS:C0085619_orthopnea,UMLS:C0013405,UMLS:C0085619
793,,,UMLS:C0392680_shortness of breath,UMLS:C0013405,UMLS:C0392680
794,,,UMLS:C0231807_dyspnea on exertion,UMLS:C0013405,UMLS:C0231807
795,,,UMLS:C0240100_jugular venous distention,UMLS:C0013405,UMLS:C0240100
796,,,UMLS:C0034642_rale,UMLS:C0013405,UMLS:C0034642
797,,,UMLS:C0008031_pain chest,UMLS:C0013405,UMLS:C0008031
798,,,UMLS:C0030252_palpitation,UMLS:C0013405,UMLS:C0030252
799,,,UMLS:C0038990_sweat^UMLS:C0700590_sweating increased,UMLS:C0013405,UMLS:C0038990
800,,,UMLS:C0043094_weight gain,UMLS:C0013405,UMLS:C0043094
801,,,UMLS:C0010200_cough,UMLS:C0013405,UMLS:C0010200
802,,,UMLS:C0013404_dyspnea,UMLS:C0013405,UMLS:C0013404
803,UMLS:C0019270_hernia,164.0,UMLS:C0000737_pain abdominal,UMLS:C0019270,UMLS:C0000737
804,,,UMLS:C0030193_pain,UMLS:C0019270,UMLS:C0030193
805,,,UMLS:C0020578_hyperventilation,UMLS:C0019270,UMLS:C0020578
806,,,UMLS:C0278141_excruciating pain,UMLS:C0019270,UMLS:C0278141
807,,,UMLS:C0016927_gag,UMLS:C0019270,UMLS:C0016927
808,,,UMLS:C0027497_nausea,UMLS:C0019270,UMLS:C0027497
809,,,UMLS:C0872410_posturing,UMLS:C0019270,UMLS:C0872410
810,,,UMLS:C0018991_hemiplegia,UMLS:C0019270,UMLS:C0018991
811,,,UMLS:C0234233_sore to touch,UMLS:C0019270,UMLS:C0234233
812,,,UMLS:C0019080_haemorrhage,UMLS:C0019270,UMLS:C0019080
813,,,UMLS:C0277797_apyrexial,UMLS:C0019270,UMLS:C0277797
814,,,UMLS:C0149696_food intolerance,UMLS:C0019270,UMLS:C0149696
815,,,UMLS:C0277899_pulse absent,UMLS:C0019270,UMLS:C0277899
816,,,UMLS:C0004093_asthenia,UMLS:C0019270,UMLS:C0004093
817,,,UMLS:C0577559_mass of body structure,UMLS:C0019270,UMLS:C0577559
818,,,UMLS:C0205400_thicken,UMLS:C0019270,UMLS:C0205400
819,UMLS:C0376358_malignant neoplasm of prostate^UMLS:C0600139_carcinoma prostate,163.0,UMLS:C0018965_hematuria,UMLS:C0376358,UMLS:C0018965
820,,,UMLS:C0392699_dysesthesia,UMLS:C0376358,UMLS:C0392699
821,,,UMLS:C0004093_asthenia,UMLS:C0376358,UMLS:C0004093
822,,,UMLS:C0521516_polymyalgia,UMLS:C0376358,UMLS:C0521516
823,,,UMLS:C0848621_passed stones,UMLS:C0376358,UMLS:C0848621
824,,,UMLS:C0008033_pleuritic pain,UMLS:C0376358,UMLS:C0008033
825,,,UMLS:C0744492_guaiac positive,UMLS:C0376358,UMLS:C0744492
826,,,UMLS:C0034642_rale,UMLS:C0376358,UMLS:C0034642
827,,,UMLS:C0238844_breath sounds decreased,UMLS:C0376358,UMLS:C0238844
828,,,UMLS:C0150045_urge incontinence,UMLS:C0376358,UMLS:C0150045
829,,,UMLS:C0013428_dysuria,UMLS:C0376358,UMLS:C0013428
830,,,UMLS:C0011991_diarrhea,UMLS:C0376358,UMLS:C0011991
831,,,UMLS:C0042571_vertigo,UMLS:C0376358,UMLS:C0042571
832,,,UMLS:C0151878_qt interval prolonged,UMLS:C0376358,UMLS:C0151878
833,,,UMLS:C0004134_ataxia,UMLS:C0376358,UMLS:C0004134
834,,,UMLS:C0030552_paresis,UMLS:C0376358,UMLS:C0030552
835,,,UMLS:C0271202_hemianopsia homonymous,UMLS:C0376358,UMLS:C0271202
836,,,UMLS:C1269955_tumor cell invasion,UMLS:C0376358,UMLS:C1269955
837,,,UMLS:C0578150_hemodynamically stable,UMLS:C0376358,UMLS:C0578150
838,,,UMLS:C0577559_mass of body structure,UMLS:C0376358,UMLS:C0577559
839,,,UMLS:C0035508_rhonchus,UMLS:C0376358,UMLS:C0035508
840,,,UMLS:C0149746_orthostasis,UMLS:C0376358,UMLS:C0149746
841,,,UMLS:C0043096_decreased body weight,UMLS:C0376358,UMLS:C0043096
842,UMLS:C0034063_edema pulmonary,161.0,UMLS:C0085606_urgency of micturition,UMLS:C0034063,UMLS:C0085606
843,,,UMLS:C0392680_shortness of breath,UMLS:C0034063,UMLS:C0392680
844,,,UMLS:C0034642_rale,UMLS:C0034063,UMLS:C0034642
845,,,UMLS:C0231835_tachypnea,UMLS:C0034063,UMLS:C0231835
846,,,UMLS:C0085619_orthopnea,UMLS:C0034063,UMLS:C0085619
847,,,UMLS:C0018862_Heberden's node,UMLS:C0034063,UMLS:C0018862
848,,,UMLS:C0240100_jugular venous distention,UMLS:C0034063,UMLS:C0240100
849,,,UMLS:C0013404_dyspnea,UMLS:C0034063,UMLS:C0013404
850,,,UMLS:C0038990_sweat^UMLS:C0700590_sweating increased,UMLS:C0034063,UMLS:C0038990
851,,,UMLS:C0376405_patient non compliance,UMLS:C0034063,UMLS:C0376405
852,,,UMLS:C0235710_chest discomfort,UMLS:C0034063,UMLS:C0235710
853,,,UMLS:C0020461_hyperkalemia,UMLS:C0034063,UMLS:C0020461
854,,,UMLS:C0232201_sinus rhythm,UMLS:C0034063,UMLS:C0232201
855,,,UMLS:C0008031_pain chest,UMLS:C0034063,UMLS:C0008031
856,,,UMLS:C0020649_hypotension,UMLS:C0034063,UMLS:C0020649
857,,,UMLS:C0043144_wheezing,UMLS:C0034063,UMLS:C0043144
858,UMLS:C0024228_lymphatic diseases,160.0,UMLS:C0030193_pain,UMLS:C0024228,UMLS:C0030193
859,,,UMLS:C0577559_mass of body structure,UMLS:C0024228,UMLS:C0577559
860,,,UMLS:C0028081_night sweat,UMLS:C0024228,UMLS:C0028081
861,,,UMLS:C0038002_splenomegaly,UMLS:C0024228,UMLS:C0038002
862,,,UMLS:C0221198_lesion,UMLS:C0024228,UMLS:C0221198
863,,,UMLS:C0085593_chill,UMLS:C0024228,UMLS:C0085593
864,,,UMLS:C0043096_decreased body weight,UMLS:C0024228,UMLS:C0043096
865,,,UMLS:C0038999_swelling,UMLS:C0024228,UMLS:C0038999
866,,,UMLS:C0015967_fever,UMLS:C0024228,UMLS:C0015967
867,,,UMLS:C0034880_hyperacusis,UMLS:C0024228,UMLS:C0034880
868,,,UMLS:C0231890_fremitus,UMLS:C0024228,UMLS:C0231890
869,,,UMLS:C0850149_non-productive cough,UMLS:C0024228,UMLS:C0850149
870,,,UMLS:C0231872_egophony,UMLS:C0024228,UMLS:C0231872
871,,,UMLS:C0332575_redness,UMLS:C0024228,UMLS:C0332575
872,,,UMLS:C0019209_hepatomegaly,UMLS:C0024228,UMLS:C0019209
873,,,UMLS:C0015672_fatigue,UMLS:C0024228,UMLS:C0015672
874,UMLS:C0003507_stenosis aortic valve,158.0,UMLS:C0231807_dyspnea on exertion,UMLS:C0003507,UMLS:C0231807
875,,,UMLS:C0039070_syncope,UMLS:C0003507,UMLS:C0039070
876,,,UMLS:C0235710_chest discomfort,UMLS:C0003507,UMLS:C0235710
877,,,UMLS:C0232257_systolic murmur,UMLS:C0003507,UMLS:C0232257
878,,,UMLS:C0036396_sciatica,UMLS:C0003507,UMLS:C0036396
879,,,UMLS:C0002962_angina pectoris,UMLS:C0003507,UMLS:C0002962
880,,,UMLS:C0008031_pain chest,UMLS:C0003507,UMLS:C0008031
881,,,UMLS:C0577979_frothy sputum,UMLS:C0003507,UMLS:C0577979
882,,,UMLS:C0428977_bradycardia,UMLS:C0003507,UMLS:C0428977
883,,,UMLS:C0392680_shortness of breath,UMLS:C0003507,UMLS:C0392680
884,,,UMLS:C0030193_pain,UMLS:C0003507,UMLS:C0030193
885,UMLS:C0006142_malignant neoplasm of breast^UMLS:C0678222_carcinoma breast,152.0,UMLS:C0024103_mass in breast,UMLS:C0006142,UMLS:C0024103
886,,,UMLS:C0577559_mass of body structure,UMLS:C0006142,UMLS:C0577559
887,,,UMLS:C0030554_paresthesia,UMLS:C0006142,UMLS:C0030554
888,,,UMLS:C0277845_retropulsion,UMLS:C0006142,UMLS:C0277845
889,,,UMLS:C0041834_erythema,UMLS:C0006142,UMLS:C0041834
890,,,UMLS:C1299586_difficulty,UMLS:C0006142,UMLS:C1299586
891,,,UMLS:C0221198_lesion,UMLS:C0006142,UMLS:C0221198
892,,,UMLS:C0239301_estrogen use,UMLS:C0006142,UMLS:C0239301
893,,,UMLS:C0085624_burning sensation,UMLS:C0006142,UMLS:C0085624
894,,,UMLS:C0013404_dyspnea,UMLS:C0006142,UMLS:C0013404
895,,,UMLS:C0038999_swelling,UMLS:C0006142,UMLS:C0038999
896,,,UMLS:C0016579_formication,UMLS:C0006142,UMLS:C0016579
897,UMLS:C0036341_schizophrenia,147.0,UMLS:C0233762_hallucinations auditory,UMLS:C0036341,UMLS:C0233762
898,,,UMLS:C0751229_hypersomnolence,UMLS:C0036341,UMLS:C0751229
899,,,UMLS:C0022107_irritable mood,UMLS:C0036341,UMLS:C0022107
900,,,UMLS:C0424068_verbal auditory hallucinations,UMLS:C0036341,UMLS:C0424068
901,,,UMLS:C0376405_patient non compliance,UMLS:C0036341,UMLS:C0376405
902,,,UMLS:C0085631_agitation,UMLS:C0036341,UMLS:C0085631
903,,,UMLS:C0438696_suicidal,UMLS:C0036341,UMLS:C0438696
904,,,UMLS:C0233481_worry,UMLS:C0036341,UMLS:C0233481
905,,,UMLS:C0233763_hallucinations visual,UMLS:C0036341,UMLS:C0233763
906,,,UMLS:C0041667_underweight^UMLS:C1319518_underweight,UMLS:C0036341,UMLS:C0041667
907,,,UMLS:C0237154_homelessness,UMLS:C0036341,UMLS:C0237154
908,UMLS:C0012813_diverticulitis,145.0,UMLS:C0000737_pain abdominal,UMLS:C0012813,UMLS:C0000737
909,,,UMLS:C0549483_abscess bacterial,UMLS:C0012813,UMLS:C0549483
910,,,UMLS:C0541911_dullness,UMLS:C0012813,UMLS:C0541911
911,,,UMLS:C0857199_red blotches,UMLS:C0012813,UMLS:C0857199
912,,,UMLS:C0011991_diarrhea,UMLS:C0012813,UMLS:C0011991
913,,,UMLS:C0234233_sore to touch,UMLS:C0012813,UMLS:C0234233
914,,,UMLS:C0013428_dysuria,UMLS:C0012813,UMLS:C0013428
915,,,UMLS:C0030193_pain,UMLS:C0012813,UMLS:C0030193
916,,,UMLS:C0042963_vomiting,UMLS:C0012813,UMLS:C0042963
917,,,UMLS:C0232201_sinus rhythm,UMLS:C0012813,UMLS:C0232201
918,,,UMLS:C0232488_colic abdominal,UMLS:C0012813,UMLS:C0232488
919,,,UMLS:C0277797_apyrexial,UMLS:C0012813,UMLS:C0277797
920,,,UMLS:C0232498_abdominal tenderness,UMLS:C0012813,UMLS:C0232498
921,,,UMLS:C0015967_fever,UMLS:C0012813,UMLS:C0015967
922,,,UMLS:C1273573_unsteady gait,UMLS:C0012813,UMLS:C1273573
923,,,UMLS:C0205400_thicken,UMLS:C0012813,UMLS:C0205400
924,,,UMLS:C0085606_urgency of micturition,UMLS:C0012813,UMLS:C0085606
925,,,UMLS:C0003123_anorexia,UMLS:C0012813,UMLS:C0003123
926,,,UMLS:C0746619_monoclonal,UMLS:C0012813,UMLS:C0746619
927,,,UMLS:C0009806_constipation,UMLS:C0012813,UMLS:C0009806
928,UMLS:C0546817_overload fluid,144.0,UMLS:C0034642_rale,UMLS:C0546817,UMLS:C0034642
929,,,UMLS:C0240100_jugular venous distention,UMLS:C0546817,UMLS:C0240100
930,,,UMLS:C0020461_hyperkalemia,UMLS:C0546817,UMLS:C0020461
931,,,UMLS:C0085619_orthopnea,UMLS:C0546817,UMLS:C0085619
932,,,UMLS:C0392680_shortness of breath,UMLS:C0546817,UMLS:C0392680
933,,,UMLS:C0013144_drowsiness^UMLS:C0234450_sleepy,UMLS:C0546817,UMLS:C0013144
934,,,UMLS:C0043094_weight gain,UMLS:C0546817,UMLS:C0043094
935,,,UMLS:C0020621_hypokalemia,UMLS:C0546817,UMLS:C0020621
936,,,UMLS:C0020649_hypotension,UMLS:C0546817,UMLS:C0020649
937,,,UMLS:C0038999_swelling,UMLS:C0546817,UMLS:C0038999
938,,,UMLS:C0000731_distended abdomen,UMLS:C0546817,UMLS:C0000731
939,UMLS:C0030920_ulcer peptic,143.0,UMLS:C0000737_pain abdominal,UMLS:C0030920,UMLS:C0000737
940,,,UMLS:C0221166_paraparesis,UMLS:C0030920,UMLS:C0221166
941,,,UMLS:C0027497_nausea,UMLS:C0030920,UMLS:C0027497
942,,,UMLS:C0042963_vomiting,UMLS:C0030920,UMLS:C0042963
943,,,UMLS:C0521516_polymyalgia,UMLS:C0030920,UMLS:C0521516
944,,,UMLS:C0848168_out of breath,UMLS:C0030920,UMLS:C0848168
945,,,UMLS:C0008031_pain chest,UMLS:C0030920,UMLS:C0008031
946,,,UMLS:C0018991_hemiplegia,UMLS:C0030920,UMLS:C0018991
947,,,UMLS:C0232517_gurgle,UMLS:C0030920,UMLS:C0232517
948,,,UMLS:C0020175_hunger,UMLS:C0030920,UMLS:C0020175
949,,,UMLS:C0277797_apyrexial,UMLS:C0030920,UMLS:C0277797
950,,,UMLS:C0027769_nervousness,UMLS:C0030920,UMLS:C0027769
951,UMLS:C0029443_osteomyelitis,142.0,UMLS:C0030193_pain,UMLS:C0029443,UMLS:C0030193
952,,,UMLS:C0332575_redness,UMLS:C0029443,UMLS:C0332575
953,,,UMLS:C0240813_prostate tender,UMLS:C0029443,UMLS:C0240813
954,,,UMLS:C0015967_fever,UMLS:C0029443,UMLS:C0015967
955,,,UMLS:C0241705_difficulty passing urine,UMLS:C0029443,UMLS:C0241705
956,,,UMLS:C0234233_sore to touch,UMLS:C0029443,UMLS:C0234233
957,,,UMLS:C0038999_swelling,UMLS:C0029443,UMLS:C0038999
958,,,UMLS:C0277797_apyrexial,UMLS:C0029443,UMLS:C0277797
959,,,UMLS:C0041834_erythema,UMLS:C0029443,UMLS:C0041834
960,,,UMLS:C0549483_abscess bacterial,UMLS:C0029443,UMLS:C0549483
961,,,UMLS:C0016512_pain foot,UMLS:C0029443,UMLS:C0016512
962,,,UMLS:C0152032_urinary hesitation,UMLS:C0029443,UMLS:C0152032
963,UMLS:C0017152_gastritis,140.0,UMLS:C0744740_heme positive,UMLS:C0017152,UMLS:C0744740
964,,,UMLS:C0000737_pain abdominal,UMLS:C0017152,UMLS:C0000737
965,,,UMLS:C0042963_vomiting,UMLS:C0017152,UMLS:C0042963
966,,,UMLS:C0281825_disequilibrium,UMLS:C0017152,UMLS:C0281825
967,,,UMLS:C0027497_nausea,UMLS:C0017152,UMLS:C0027497
968,,,UMLS:C0728899_intoxication,UMLS:C0017152,UMLS:C0728899
969,,,UMLS:C0019080_haemorrhage,UMLS:C0017152,UMLS:C0019080
970,,,UMLS:C0744492_guaiac positive,UMLS:C0017152,UMLS:C0744492
971,,,UMLS:C0030193_pain,UMLS:C0017152,UMLS:C0030193
972,,,UMLS:C0043096_decreased body weight,UMLS:C0017152,UMLS:C0043096
973,,,UMLS:C0234233_sore to touch,UMLS:C0017152,UMLS:C0234233
974,,,UMLS:C0012833_dizziness,UMLS:C0017152,UMLS:C0012833
975,UMLS:C0004610_bacteremia,142.0,UMLS:C0015967_fever,UMLS:C0004610,UMLS:C0015967
976,,,UMLS:C0085593_chill,UMLS:C0004610,UMLS:C0085593
977,,,UMLS:C0016382_flushing,UMLS:C0004610,UMLS:C0016382
978,,,UMLS:C0241526_unresponsiveness,UMLS:C0004610,UMLS:C0241526
979,,,UMLS:C0085632_indifferent mood,UMLS:C0004610,UMLS:C0085632
980,,,UMLS:C1313921_urinoma,UMLS:C0004610,UMLS:C1313921
981,,,UMLS:C0042963_vomiting,UMLS:C0004610,UMLS:C0042963
982,,,UMLS:C0000731_distended abdomen,UMLS:C0004610,UMLS:C0000731
983,,,UMLS:C0239981_hypoalbuminemia,UMLS:C0004610,UMLS:C0239981
984,,,UMLS:C0241157_pustule,UMLS:C0004610,UMLS:C0241157
985,,,UMLS:C0242453_prostatism,UMLS:C0004610,UMLS:C0242453
986,,,UMLS:C0011991_diarrhea,UMLS:C0004610,UMLS:C0011991
987,,,UMLS:C0232498_abdominal tenderness,UMLS:C0004610,UMLS:C0232498
988,,,UMLS:C0008033_pleuritic pain,UMLS:C0004610,UMLS:C0008033
989,,,UMLS:C0029053_decreased translucency,UMLS:C0004610,UMLS:C0029053
990,,,UMLS:C0030232_pallor,UMLS:C0004610,UMLS:C0030232
991,UMLS:C0035078_failure kidney,140.0,UMLS:C0085619_orthopnea,UMLS:C0035078,UMLS:C0085619
992,,,UMLS:C0028961_oliguria,UMLS:C0035078,UMLS:C0028961
993,,,UMLS:C0232854_slowing of urinary stream,UMLS:C0035078,UMLS:C0232854
994,,,UMLS:C0277794_extreme exhaustion,UMLS:C0035078,UMLS:C0277794
995,,,UMLS:C0241526_unresponsiveness,UMLS:C0035078,UMLS:C0241526
996,,,UMLS:C0020649_hypotension,UMLS:C0035078,UMLS:C0020649
997,,,UMLS:C0014394_enuresis,UMLS:C0035078,UMLS:C0014394
998,,,UMLS:C0392680_shortness of breath,UMLS:C0035078,UMLS:C0392680
999,,,UMLS:C0019080_haemorrhage,UMLS:C0035078,UMLS:C0019080
1000,,,UMLS:C0242453_prostatism,UMLS:C0035078,UMLS:C0242453
1001,,,UMLS:C0442739_no status change,UMLS:C0035078,UMLS:C0442739
